customer_id,country,state,city,zip_code,total_population,latitude,longitude
0100-DUVFC,United States,California,Wilmington,90744,53323,33.782068,-118.262263
0103-CSITQ,United States,California,Modesto,95357,13343,37.670526,-120.877572
0104-PPXDV,United States,California,San Diego,92113,47431,32.697098,-117.116587
0106-GHRQR,United States,California,Rancho Palos Verdes,90275,41263,33.753146,-118.367459
0106-UGRDO,United States,California,Kenwood,95452,1653,38.419525,-122.521585
0107-WESLM,United States,California,West Point,95255,2198,38.419350,-120.469545
0107-YHINA,United States,California,Los Angeles,90062,29299,34.003553,-118.308933
0111-KLBQG,United States,California,Morongo Valley,92256,3499,34.097863,-116.594561
0112-QAWRZ,United States,California,Palo Verde,92266,291,33.324900,-114.758334
0112-QWPNC,United States,California,Valyermo,93563,413,34.395830,-117.734568
0114-IGABW,United States,California,Cambria,93428,6526,35.591387,-121.032256
0114-PEGZZ,United States,California,Round Mountain,96084,459,40.923558,-122.059933
0114-RSRRW,United States,California,Klamath,95548,1215,41.572813,-124.035011
0115-TFERT,United States,California,Fresno,93650,3258,36.841655,-119.797113
0117-LFRMW,United States,California,Angwin,94508,3641,38.542448,-122.419923
0118-JPNOY,United States,California,Le Grand,95333,3256,37.249377,-120.249581
0121-SNYRK,United States,California,Redway,95560,1851,40.142256,-123.852927
0122-OAHPZ,United States,California,San Diego,92122,34902,32.857230,-117.209774
0123-CRBRT,United States,California,Monterey Park,91755,26933,34.049172,-118.115022
0125-LZQXK,United States,California,Big Oak Flat,95305,167,37.818589,-120.256995
0128-MKWSG,United States,California,Stevenson Ranch,91381,9937,34.364153,-118.615583
0129-KPTWJ,United States,California,North Highlands,95660,32202,38.671295,-121.388251
0129-QMPDR,United States,California,La Puente,91746,30802,34.038983,-117.991372
0130-SXOUN,United States,California,Glenhaven,95443,175,39.045246,-122.743181
0133-BMFZO,United States,California,Alhambra,91803,30635,34.074736,-118.145959
0134-XWXCE,United States,California,Santa Monica,90403,23559,34.031529,-118.491156
0135-NMXAP,United States,California,Lodi,95240,45755,38.123544,-121.159078
0136-IFMYD,United States,California,Los Angeles,90001,54492,33.973616,-118.249020
0137-OCGAB,United States,California,Fairfield,94533,77683,38.287136,-122.027110
0137-UDEUO,United States,California,Stockton,95204,30476,37.974498,-121.319568
0139-IVFJG,United States,California,Temecula,92592,46171,33.507255,-117.029473
0141-YEAYS,United States,California,Fallbrook,92028,42239,33.362575,-117.299644
0142-GVYSN,United States,California,Randsburg,93554,117,35.405722,-117.773354
0147-ESWWR,United States,California,Atascadero,93422,29539,35.453912,-120.694610
0148-DCDOS,United States,California,Planada,95365,4150,37.329725,-120.306399
0151-ONTOV,United States,California,Moorpark,93021,32984,34.312945,-118.858169
0156-FVPTA,United States,California,Solvang,93463,7958,34.624399,-120.137875
0164-APGRB,United States,California,Calistoga,94515,7384,38.629618,-122.593216
0164-XAIRP,United States,California,La Mirada,90638,47568,33.902045,-118.008961
0168-XZKBB,United States,California,Boron,93516,2241,34.957030,-117.730450
0174-QRVVY,United States,California,San Marcos,92078,6760,33.119028,-117.166036
0177-PXBAT,United States,California,Desert Center,92239,964,33.889605,-115.257009
0178-CIIKR,United States,California,Crows Landing,95313,1508,37.435664,-121.049056
0178-SZBHO,United States,California,Tuolumne,95379,3979,37.939768,-120.188002
0181-RITDD,United States,California,San Diego,92120,25569,32.807867,-117.060993
0186-CAERR,United States,California,Auburn,95603,24944,38.912881,-121.082766
0187-QSXOE,United States,California,Fresno,93725,21010,36.623632,-119.741322
0187-WZNAB,United States,California,Del Rey,93616,1965,36.657462,-119.595293
0188-GWFLE,United States,California,Redwood City,94065,10658,37.527497,-122.230941
0191-EQUUH,United States,California,Landers,92285,2182,34.341737,-116.539416
0191-ZHSKZ,United States,California,Hawthorne,90250,93315,33.914775,-118.348083
0193-ESZXP,United States,California,Oceano,93445,7435,35.059695,-120.604741
0195-IESCP,United States,California,Armona,93202,2872,36.315979,-119.710852
0196-JTUQI,United States,California,Clarksburg,95612,1417,38.384648,-121.578701
0196-VULGZ,United States,California,Irvine,92620,26419,33.716136,-117.752574
0197-PNKNK,United States,California,Scotts Valley,95066,14574,37.070177,-122.010077
0201-MIBOL,United States,California,Salida,95368,12466,37.713152,-121.087390
0201-OAMXR,United States,California,Mckinleyville,95519,15921,40.965011,-124.015255
0203-HHYIJ,United States,California,Atherton,94027,6876,37.454924,-122.203168
0206-OYVOC,United States,California,Huntington Beach,92649,32304,33.721917,-118.043237
0206-TBWLC,United States,California,Calimesa,92320,7334,33.982787,-117.057627
0207-MDKNV,United States,California,Daly City,94014,47453,37.691561,-122.445202
0208-BPQEJ,United States,California,Middletown,95461,7789,38.787446,-122.586750
0212-ISBBF,United States,California,Berkeley,94705,12448,37.858898,-122.240512
0214-JHPFW,United States,California,Lost Hills,93249,2502,35.637715,-119.893068
0215-BQKGS,United States,California,Garden Grove,92844,23481,33.766476,-117.969795
0218-QNVAS,United States,California,Indio,92203,2743,33.752938,-116.230055
0219-QAERP,United States,California,Oxnard,93033,77791,34.156629,-119.117218
0219-YTZUE,United States,California,San Diego,92122,34902,32.857230,-117.209774
0220-EBGCE,United States,California,Escondido,92027,48690,33.141265,-116.967221
0221-NAUXK,United States,California,Moreno Valley,92553,61205,33.923149,-117.244933
0221-WMXNQ,United States,California,Chino,91710,75319,33.990646,-117.663025
0222-CNVPT,United States,California,Sacramento,95820,37031,38.535080,-121.444144
0224-HJAPT,United States,California,San Diego,92117,51213,32.825086,-117.199424
0224-NIJLP,United States,California,Turlock,95380,40545,37.474396,-120.875917
0224-RLWWD,United States,California,Calexico,92231,27804,32.690654,-115.431225
0225-ZORZP,United States,California,Groveland,95321,3680,37.902968,-119.667544
0228-MAUWC,United States,California,Los Gatos,95033,10172,37.160194,-121.945611
0229-LFJAF,United States,California,Clovis,93611,46858,36.917652,-119.593757
0230-UBYPQ,United States,California,Hyampom,96046,268,40.648024,-123.465088
0230-WEQUW,United States,California,Woodland Hills,91364,25988,34.153733,-118.593408
0231-LXVAP,United States,California,Temecula,92592,46171,33.507255,-117.029473
0233-FTHAV,United States,California,Livingston,95334,12672,37.361987,-120.748394
0234-TEVTT,United States,California,Tulare,93274,56101,36.185471,-119.375243
0235-KGSLC,United States,California,Buellton,93427,4644,34.631362,-120.238218
0236-HFWSV,United States,California,Palmdale,93552,25370,34.557711,-118.029441
0237-YFUTL,United States,California,Midway City,92655,8660,33.744439,-117.985880
0238-WHBIQ,United States,California,Folsom,95630,51855,38.672638,-121.147403
0239-OXEXL,United States,California,Oakland,94619,24518,37.787186,-122.146330
0244-LGNFY,United States,California,San Anselmo,94960,16849,37.992720,-122.575026
0247-SLUJI,United States,California,Duarte,91010,27414,34.145695,-117.959820
0248-IPDFW,United States,California,Lake Elsinore,92530,38519,33.655421,-117.391751
0248-PGHBZ,United States,California,San Clemente,92672,34946,33.429488,-117.609432
0253-ZTEOB,United States,California,Los Angeles,90004,67852,34.076259,-118.310715
0254-FNMCI,United States,California,Downey,90241,40152,33.940884,-118.128628
0254-KCJGT,United States,California,Bodega Bay,94923,1785,38.377165,-123.037957
0254-WWRKD,United States,California,Challenge,95925,262,39.461768,-121.195825
0256-LTHVJ,United States,California,Ludlow,92338,23,34.702766,-116.093376
0257-KXZGU,United States,California,Santa Clara,95051,52986,37.348129,-121.984690
0257-ZESQC,United States,California,Perris,92571,26357,33.828289,-117.201666
0258-NOKBL,United States,California,Fortuna,95540,12241,40.584991,-124.121504
0259-GBZSH,United States,California,San Diego,92122,34902,32.857230,-117.209774
0260-ZDLGK,United States,California,San Dimas,91773,33878,34.102119,-117.815532
0263-FJTQO,United States,California,Rescue,95672,3815,38.724322,-120.991237
0264-CNITK,United States,California,Clio,96106,88,39.745805,-120.580882
0265-EDXBD,United States,California,San Diego,92122,34902,32.857230,-117.209774
0265-PSUAE,United States,California,Lotus,95651,485,38.815515,-120.916997
0266-CLZKZ,United States,California,San Marcos,92078,6760,33.119028,-117.166036
0266-GMEAO,United States,California,Lompoc,93436,51737,34.601055,-120.382917
0268-QKIWO,United States,California,Pilot Hill,95664,1173,38.803731,-121.043799
0269-XFESX,United States,California,San Francisco,94133,26831,37.802071,-122.411004
0270-THENM,United States,California,Mission Hills,91345,17112,34.266389,-118.459744
0274-JKUJR,United States,California,Los Angeles,90040,9805,33.994524,-118.149953
0277-BKSQP,United States,California,Harbor City,90710,24660,33.798266,-118.300237
0277-ORXQS,United States,California,San Francisco,94108,13723,37.791998,-122.408653
0278-YXOOG,United States,California,Inglewood,90301,37527,33.956445,-118.358634
0280-XJGEX,United States,California,Los Angeles,90015,15140,34.039224,-118.266293
0281-CNTZX,United States,California,Pescadero,94060,2055,37.225650,-122.297533
0282-NVSJS,United States,California,Aromas,95004,3373,36.878364,-121.629781
0285-INHLN,United States,California,Badger,93603,273,36.645450,-118.924982
0289-IVARM,United States,California,Parlier,93648,12587,36.622237,-119.521126
0292-WEGCH,United States,California,Death Valley,92328,443,36.276880,-117.033326
0295-PPHDO,United States,California,La Puente,91744,84965,34.031441,-117.936436
0295-QVKPB,United States,California,Riverdale,93656,5729,36.452211,-119.945750
0297-RBCSG,United States,California,San Francisco,94104,384,37.791222,-122.402241
0298-XACET,United States,California,Berry Creek,95916,1279,39.657228,-121.377780
0301-FIDRB,United States,California,Fulton,95439,476,38.493888,-122.777141
0301-KOBTQ,United States,California,Capitola,95010,9673,36.977025,-121.952864
0302-JOIVN,United States,California,San Diego,92109,46086,32.787836,-117.232376
0303-UNCIP,United States,California,Claremont,91711,34716,34.127621,-117.717863
0303-WMMRN,United States,California,Glendale,91207,9864,34.182378,-118.262922
0305-SQECB,United States,California,Gardena,90248,9960,33.876482,-118.284077
0306-JAELE,United States,California,Fallbrook,92028,42239,33.362575,-117.299644
0307-BCOPK,United States,California,San Francisco,94134,40137,37.721052,-122.413573
0308-GIQJT,United States,California,San Diego,92126,74232,32.886925,-117.152162
0308-IVGOK,United States,California,Santa Ana,92703,70011,33.748635,-117.906125
0310-MVLET,United States,California,Snelling,95369,1158,37.521708,-120.426843
0310-SUCIN,United States,California,Darwin,93522,64,36.319181,-117.593053
0310-VQXAM,United States,California,San Bernardino,92404,53636,34.183286,-117.221722
0311-QYWSS,United States,California,Garberville,95542,2423,40.057784,-123.679461
0311-UNPFF,United States,California,Long Beach,90807,31556,33.830099,-118.182239
0314-TKOSI,United States,California,Upland,91784,23331,34.141146,-117.655583
0315-LVCRK,United States,California,El Dorado Hills,95762,22028,38.684437,-121.055634
0318-QUUOB,United States,California,Santa Rosa,95403,40270,38.488431,-122.752839
0318-ZOPWS,United States,California,Malibu,90265,19630,34.074572,-118.831181
0319-QZTCO,United States,California,Santa Rosa,95401,36125,38.460517,-122.790335
0320-DWVTU,United States,California,Riverdale,93656,5729,36.452211,-119.945750
0320-JDNQG,United States,California,Oxnard,93035,25322,34.184540,-119.224666
0322-CHQRU,United States,California,Palmdale,93591,6787,34.598221,-117.795930
0322-YINQP,United States,California,Covina,91723,17554,34.084747,-117.886844
0323-XWWTN,United States,California,San Lucas,93954,521,36.125529,-120.864443
0324-BRPCJ,United States,California,Palmdale,93591,6787,34.598221,-117.795930
0325-XBFAC,United States,California,Hoopa,95546,3041,41.163637,-123.704841
0326-VDYXE,United States,California,Long Beach,90802,38427,33.752524,-118.210737
0327-WFZSY,United States,California,Samoa,95564,395,40.809636,-124.189977
0328-GRPMV,United States,California,Burnt Ranch,95527,485,40.854512,-123.450097
0329-GTIAJ,United States,California,Garden Grove,92844,23481,33.766476,-117.969795
0330-BGYZE,United States,California,Milford,96121,481,40.181279,-120.392967
0330-IVZHA,United States,California,Anderson,96007,21418,40.448632,-122.306657
0334-GDDSO,United States,California,San Diego,92122,34902,32.857230,-117.209774
0334-ZFJSR,United States,California,San Diego,92123,25232,32.808814,-117.134694
0336-KXKFK,United States,California,Santa Margarita,93453,2687,35.303926,-120.256567
0336-PIKEI,United States,California,Orange,92869,37916,33.792791,-117.789749
0337-CNPZE,United States,California,Los Angeles,90033,49431,34.050198,-118.210946
0343-QLUZP,United States,California,San Jose,95111,57748,37.284265,-121.827673
0345-HKJVM,United States,California,San Diego,92109,46086,32.787836,-117.232376
0345-XMMUG,United States,California,Ione,95640,9752,38.337880,-120.954202
0347-UBKUZ,United States,California,San Mateo,94404,31882,37.556094,-122.272437
0348-SDKOL,United States,California,San Diego,92117,51213,32.825086,-117.199424
0354-VXMJC,United States,California,Los Angeles,90034,58218,34.030578,-118.399613
0354-WYROK,United States,California,San Francisco,94130,1458,37.820894,-122.369725
0356-ERHVT,United States,California,Santa Cruz,95062,36631,36.974575,-121.991149
0356-OBMAC,United States,California,Winchester,92596,4093,33.657433,-117.042540
0357-NVCRI,United States,California,El Cajon,92021,61872,32.832706,-116.873258
0361-HJRDX,United States,California,Sherman Oaks,91403,22085,34.147149,-118.463365
0362-RAOQO,United States,California,Norco,92860,22443,33.925833,-117.559639
0362-ZBZWJ,United States,California,Thornton,95686,1472,38.157794,-121.520223
0363-QJVFX,United States,California,Lake Hughes,93532,2771,34.659579,-118.584212
0363-SVHYR,United States,California,Paramount,90723,55306,33.897122,-118.164432
0365-BZUWY,United States,California,San Juan Capistrano,92675,34321,33.521447,-117.602555
0365-GXEZS,United States,California,Copperopolis,95228,2633,37.943954,-120.671080
0365-TRTPY,United States,California,Covina,91724,25068,34.081110,-117.853935
0366-NQSHS,United States,California,Colusa,95932,7503,39.273096,-122.050763
0369-ZGOVK,United States,California,Cypress,90630,47344,33.818477,-118.038307
0373-AIVNJ,United States,California,Sacramento,95814,16599,38.584505,-121.491956
0374-AACSZ,United States,California,Lancaster,93534,35109,34.727529,-118.153098
0374-FIUCA,United States,California,Orange,92867,40915,33.818590,-117.821288
0374-IOEGQ,United States,California,Gonzales,93926,9023,36.525880,-121.396719
0375-HVGXO,United States,California,Los Angeles,90045,39334,33.954017,-118.402447
0376-OIWME,United States,California,San Ysidro,92173,28488,32.555828,-117.040073
0376-YMCJC,United States,California,Novato,94949,13361,38.067204,-122.524004
0377-JBKKT,United States,California,Gilroy,95020,49968,37.038890,-121.528955
0378-CJKPV,United States,California,Oak Park,91377,14814,34.192250,-118.776874
0378-NHQXU,United States,California,South San Francisco,94080,60599,37.654436,-122.426468
0378-TOVMS,United States,California,Vernalis,95385,274,37.609095,-121.263381
0378-XSZPU,United States,California,San Jose,95117,29914,37.311088,-121.961786
0379-DJQHR,United States,California,Sunnyvale,94089,16985,37.421633,-122.009613
0380-NEAVX,United States,California,Newport Beach,92660,28687,33.634626,-117.874882
0380-ZCSBI,United States,California,San Francisco,94133,26831,37.802071,-122.411004
0383-CLDDA,United States,California,Stanford,94305,13386,37.424342,-122.165641
0384-LPITE,United States,California,Los Angeles,90041,27866,34.137412,-118.207607
0384-RVBPI,United States,California,Turlock,95380,40545,37.474396,-120.875917
0386-CWRGM,United States,California,Beverly Hills,90210,21397,34.099891,-118.414338
0388-EOPEX,United States,California,Riverside,92503,71678,33.890046,-117.455583
0390-DCFDQ,United States,California,Los Alamitos,90720,21343,33.794990,-118.065591
0392-BZIUW,United States,California,Fresno,93710,29337,36.822715,-119.761826
0394-YONDK,United States,California,Escondido,92025,49281,33.081478,-117.033814
0396-HUJBP,United States,California,Gardena,90247,47758,33.890853,-118.297967
0396-UKGAI,United States,California,Encinitas,92024,47126,33.054579,-117.256650
0396-YCHWO,United States,California,Sacramento,95829,11396,38.486502,-121.334051
0397-GZBBC,United States,California,South Dos Palos,93665,343,36.959731,-120.653519
0397-ZXWQF,United States,California,Orick,95555,494,41.336354,-124.044354
0401-WDBXM,United States,California,San Jose,95118,31926,37.255479,-121.889838
0402-CQAJN,United States,California,El Monte,91732,62660,34.074492,-118.014620
0402-OAMEN,United States,California,Spreckels,93962,407,36.624641,-121.647195
0404-AHASP,United States,California,Beverly Hills,90212,11355,34.062095,-118.401508
0404-SWRVG,United States,California,La Habra,90631,67354,33.940619,-117.951300
0406-BPDVR,United States,California,Visalia,93277,44741,36.303793,-119.375646
0407-BDJKB,United States,California,San Francisco,94114,30587,37.758085,-122.434801
0409-WTMPL,United States,California,Whittier,90602,26265,33.972119,-118.020188
0410-IPFTY,United States,California,Long Beach,90822,425,33.778436,-118.118648
0411-EZJZE,United States,California,Stockton,95215,23789,37.946282,-121.139499
0412-UCCNP,United States,California,Essex,92332,115,34.943600,-115.287901
0415-MOSGF,United States,California,Los Gatos,95030,13290,37.222842,-121.988727
0419-YAAPX,United States,California,Grass Valley,95949,17922,39.099204,-121.137962
0420-BWTPW,United States,California,San Diego,92117,51213,32.825086,-117.199424
0420-HLGXF,United States,California,Visalia,93291,36718,36.391777,-119.372842
0420-TXVSG,United States,California,San Jose,95112,52334,37.343827,-121.883119
0422-OHQHQ,United States,California,Fresno,93722,60889,36.789790,-119.929894
0422-UXFAP,United States,California,San Diego,92117,51213,32.825086,-117.199424
0423-UDIJQ,United States,California,Snelling,95369,1158,37.521708,-120.426843
0426-TIRNE,United States,California,Encino,91316,27614,34.150354,-118.518292
0428-AXXLJ,United States,California,Bellflower,90706,72893,33.887676,-118.127289
0428-IKYCP,United States,California,Sonora,95370,25340,37.982716,-120.343732
0430-IHCDJ,United States,California,Highland,92346,48245,34.129677,-117.154277
0431-APWVY,United States,California,Novato,94949,13361,38.067204,-122.524004
0432-CAJZV,United States,California,Temecula,92592,46171,33.507255,-117.029473
0434-CSFON,United States,California,Los Angeles,90071,21,34.052917,-118.255178
0436-TWFFZ,United States,California,Long Beach,90805,91664,33.864622,-118.179626
0439-IFYUN,United States,California,Escondido,92027,48690,33.141265,-116.967221
0440-EKDCF,United States,California,Herlong,96113,946,40.198234,-120.180890
0440-MOGPM,United States,California,Petaluma,94954,35419,38.235021,-122.557332
0440-QEXBZ,United States,California,Mojave,93501,4882,35.097323,-118.171288
0440-UEDAI,United States,California,Callahan,96014,290,41.388397,-122.794636
0442-TDYUO,United States,California,Bodega,94922,584,38.343282,-122.975500
0442-ZXKVS,United States,California,Denair,95316,5513,37.524721,-120.757977
0447-BEMNG,United States,California,Wrightwood,92397,4253,34.358321,-117.618263
0447-RXSGD,United States,California,Monterey,93940,32857,36.362741,-121.869685
0454-OKRCT,United States,California,Palo Alto,94301,16198,37.444314,-122.149996
0455-ENTCR,United States,California,Jamestown,95327,9559,37.847710,-120.486589
0455-XFASS,United States,California,Campbell,95008,44976,37.279689,-121.954567
0458-HEUZG,United States,California,Alderpoint,95511,261,40.166028,-123.584144
0459-SPZHJ,United States,California,Garden Grove,92843,43491,33.764018,-117.931507
0461-CVKMU,United States,California,Oak Run,96069,829,40.689243,-122.037023
0463-TXOAK,United States,California,Madison,95653,844,38.674276,-121.961866
0463-WZZKO,United States,California,Van Nuys,91406,50047,34.195685,-118.490752
0463-ZSDNT,United States,California,Escondido,92026,43436,33.218460,-117.116916
0464-WJTKO,United States,California,Cedarville,96104,857,41.505916,-120.152505
0468-YRPXN,United States,California,Lomita,90717,21065,33.794209,-118.317354
0471-ARVMX,United States,California,Kelseyville,95451,9902,38.934960,-122.792243
0471-LVHGK,United States,California,Orangevale,95662,32040,38.689174,-121.218435
0475-RIJEP,United States,California,Pinecrest,95364,235,38.224869,-119.755729
0479-HMSWA,United States,California,San Clemente,92672,34946,33.429488,-117.609432
0480-BIXDE,United States,California,Beale Afb,95903,5654,39.125311,-121.392283
0480-KYJVA,United States,California,Sacramento,95835,854,38.685069,-121.543709
0481-SUMCB,United States,California,Greenville,95947,2064,40.160386,-120.835428
0484-FFVBJ,United States,California,Fort Bragg,95437,14417,39.455555,-123.683979
0484-JPBRU,United States,California,Petaluma,94954,35419,38.235021,-122.557332
0485-ZBSLN,United States,California,Mecca,92254,8768,33.543835,-115.993906
0486-HECZI,United States,California,Torrance,90504,31678,33.867257,-118.330794
0486-LGCCH,United States,California,Victorville,92394,12083,34.567058,-117.362329
0487-CRLZF,United States,California,Poway,92064,47969,32.984395,-117.013454
0487-RPVUM,United States,California,Mount Hermon,95041,77,37.051166,-122.056194
0487-VVUVK,United States,California,Santa Barbara,93109,10986,34.406256,-119.726936
0488-GSLFR,United States,California,Taylorsville,95983,513,40.053684,-120.743116
0489-WMEMG,United States,California,Korbel,95550,155,40.766600,-123.804580
0491-KAPQG,United States,California,Pine Valley,91962,1604,32.800671,-116.483363
0495-RVCBF,United States,California,Santa Rosa,95401,36125,38.460517,-122.790335
0495-ZBNGW,United States,California,Loma Mar,94021,148,37.266388,-122.263080
0496-AHOOK,United States,California,Bangor,95914,626,39.396585,-121.380290
0504-HHAPI,United States,California,Guinda,95637,228,38.830739,-122.196202
0505-SPOOW,United States,California,Riverside,92508,17147,33.885499,-117.324959
0506-LVNGN,United States,California,Rancho Cordova,95742,299,38.591134,-121.161585
0506-YLVKJ,United States,California,Sultana,93666,306,36.545353,-119.338535
0508-OOLTO,United States,California,Fort Irwin,92310,9465,35.349241,-116.770281
0508-SQWPL,United States,California,La Mesa,91941,44652,32.759327,-116.997260
0511-JTEOY,United States,California,Canyon Dam,95923,86,40.171312,-121.120605
0512-FLFDW,United States,California,Palomar Mountain,92060,234,33.309852,-116.823091
0513-RBGPE,United States,California,Rancho Santa Fe,92091,1072,32.993560,-117.207121
0515-YPMCW,United States,California,San Jose,95116,51706,37.350284,-121.852855
0516-OOHAR,United States,California,Topanga,90290,5451,34.115192,-118.610170
0516-QREYC,United States,California,Capay,95607,262,38.681651,-122.130569
0516-UXRMT,United States,California,Oxnard,93033,77791,34.156629,-119.117218
0516-VRYBW,United States,California,Stanton,90680,29694,33.801869,-117.995068
0516-WJVXC,United States,California,Sacramento,95818,21313,38.556306,-121.495817
0519-DRGTI,United States,California,Stockton,95219,19109,38.029729,-121.387999
0519-XUZJU,United States,California,Felton,95018,8728,37.089111,-122.062213
0520-FDVVT,United States,California,Lewiston,96052,1845,40.704293,-122.803899
0523-VNGTF,United States,California,Sun Valley,91352,46639,34.231053,-118.338307
0524-IAVZO,United States,California,Anza,92539,3745,33.527605,-116.666551
0526-SXDJP,United States,California,Bell,90201,105285,33.970343,-118.171368
0529-ONKER,United States,California,Forest Ranch,95942,1351,40.077028,-121.494168
0530-IJVDB,United States,California,Jamul,91935,8759,32.695681,-116.798386
0531-XBKMM,United States,California,Azusa,91702,57775,34.174493,-117.870680
0531-ZZJWQ,United States,California,Fallbrook,92028,42239,33.362575,-117.299644
0533-BNWKF,United States,California,San Diego,92122,34902,32.857230,-117.209774
0533-UCAAU,United States,California,Montgomery Creek,96065,431,40.877552,-121.885884
0536-ACXIP,United States,California,Lodi,95242,22073,38.128087,-121.407800
0536-BGFMZ,United States,California,Leggett,95585,321,39.873371,-123.741474
0536-ESJEP,United States,California,Rough And Ready,95975,1601,39.225634,-121.156163
0537-QYZZN,United States,California,Petaluma,94952,31930,38.237018,-122.778720
0541-FITGH,United States,California,Hornitos,95325,128,37.479926,-120.230424
0547-HURJB,United States,California,Dixon,95620,18529,38.392821,-121.799917
0549-CYCQN,United States,California,Flournoy,96029,84,39.847840,-122.544556
0550-DCXLH,United States,California,Thermal,92274,17018,33.536040,-116.119222
0556-FJEGU,United States,California,Lafayette,94549,23996,37.907777,-122.127161
0557-ASKVU,United States,California,Beverly Hills,90210,21397,34.099891,-118.414338
0559-CKHUS,United States,California,Pleasanton,94588,28568,37.685052,-121.912061
0562-FGDCR,United States,California,Whitmore,96096,843,40.637105,-121.906949
0562-HKHML,United States,California,Alameda,94502,13996,37.724817,-122.224363
0562-KBDVM,United States,California,Herald,95638,1745,38.313447,-121.123886
